SPEAKER	SENTENCE	DOMAINID	DOMAIN	CATEGORY	SPEAKERID	SENTENCEID	MAIN	SUB	QA	QACNCT	MQ	SQ	UA	SA	개체명	용어사전	지식베이스
고객	핫초코 한 잔 아메리카노 사이즈업한 잔 하면 얼마인가요?	 F	카페	카페	1	7	가격문의		Q		핫초코 한 잔 아메리카노 사이즈업한 잔 하면 얼마인가요?				"핫초코, 한 잔, 아메리카노, 사이즈업, 얼마"		"핫초코/메뉴, 한 잔/수량, 아메리카노/메뉴"
점원	10000원입니다	 F	카페	카페	0	8	가격문의		A					10000원입니다	10000원		10000원/금액
고객	레몬티도 파나요?	 F	카페	카페	1	9	메뉴문의		Q		레몬티도 파나요?				레몬티		레몬티/메뉴
점원	네 4500원입니다	 F	카페	카페	0	10	가격문의		A					네 4500원입니다	4500원		4500원/금액
고객	제일 맛있는 케이크가 뭐예요	 F	카페	카페	1	1	메뉴추천요구		Q		제일 맛있는 케이크가 뭐예요				케이크		케이크/메뉴
점원	치즈 케이크가 잘 팔려요	 F	카페	카페	0	2	메뉴추천요구		A					치즈 케이크가 잘 팔려요	치즈케이크		치즈케이크/메뉴
고객	한 조각에 얼마죠	 F	카페	카페	1	3	가격문의		Q		한 조각에 얼마죠				"한 조각, 얼마"		한 조각/수량
점원	4000원입니다	 F	카페	카페	0	4	가격문의		A					4000원입니다	4000원		4000원/금액
고객	그거랑 아메리카노 주세요	 F	카페	카페	1	5	일반주문		Q		그거랑 아메리카노 주세요				아메리카노		아메리카노/메뉴
점원	사이즈 선택해주세요	 F	카페	카페	0	6	일반주문	사이즈	Q			사이즈 선택해주세요			"사이즈, 선택"		사이즈/크기
고객	라지 사이즈로 주세요	 F	카페	카페	1	7	일반주문	사이즈	A				라지 사이즈로 주세요		라지 사이즈		라지 사이즈/크기
점원	총 8800원입니다	 F	카페	카페	0	8	가격문의		A					총 8800원입니다	8800원		8800원/금액
고객	카드로 결제할게요	 F	카페	카페	1	9	결제요청		Q		카드로 결제할게요				"카드, 결제"		카드/결제수단
점원	영수증 드릴게요	 F	카페	카페	0	10	결제요청		A					영수증 드릴게요	영수증		
고객	저 아메리카노에 샷 추가해서 주세요	 F	카페	카페	1	1	일반주문		Q		저 아메리카노에 샷 추가해서 주세요				"아메리카노, 샷, 추가"		"아메리카노/메뉴, 샷/메뉴"
점원	저희 투 샷으로 들어가는데 샷 추가해드릴까요?	 F	카페	카페	0	2	에스프레소샷개수요구	에스프레소샷추가수량	Q			저희 투 샷으로 들어가는데 샷 추가해드릴까요?			"투샷, 샷, 추가"		"투샷/수량, 샷/메뉴"
고객	네 4샷으로 넣어주세요	 F	카페	카페	1	3	에스프레소샷개수요구	에스프레소샷추가수량	A				네 4샷으로 넣어주세요		4샷		4샷/수량
점원	네 4000원입니다	 F	카페	카페	0	4	가격문의		A					네 4000원입니다	4000원		4000원/금액
고객	저 카카오페이로 결제할게요	 F	카페	카페	1	5	모바일페이결제		Q		저 카카오페이로 결제할게요				"카카오 파이, 결제"		카카오 페이/결제수단
점원	결제 완료되었습니다	 F	카페	카페	0	6	모바일페이결제		A					결제 완료되었습니다	"결제, 완료"		
고객	아 저 이 티라미수도 하나 주세요	 F	카페	카페	1	7	일반주문		Q		아 저 이 티라미수도 하나 주세요				"티라미수, 하나"		"티라미수/메뉴, 하나/수량"
점원	네 티라미수는 4500원입니다	 F	카페	카페	0	8	가격문의		A					네 티라미수는 4500원입니다	"티라미수, 4500원"		"티라미수/메뉴, 4500원/금액"
고객	네 두 개 함께 가져다주세요	 F	카페	카페	1	9	서빙요구		Q		네 두 개 함께 가져다주세요				두 개		두 개/수량
점원	네 감사합니다	 F	카페	카페	0	10	서빙요구		A					네 감사합니다			
고객	제가 커피를 못 마시는데 음료 좀 추천해주세요	 F	카페	카페	1	1	메뉴추천요구		Q		제가 커피를 못 마시는데 음료 좀 추천해주세요				"커피, 음료, 추천"		"커피/메뉴, 음료/메뉴"
점원	그럼 생과일주스가 어떠신가요	 F	카페	카페	0	2	메뉴추천요구		A					그럼 생과일주스가 어떠신가요	생과일주스		생과일주스/메뉴
고객	주스는 너무 달아서 싫은데 다른 건 없나요	 F	카페	카페	1	3	메뉴추천요구		Q		주스는 너무 달아서 싫은데 다른 건 없나요				"주스, 달아서"		"주스/메뉴, 달아서/맛"
점원	그럼 이번에 나온 오곡 라테 추천해드려요	 F	카페	카페	0	4	메뉴추천요구		A					그럼 이번에 나온 오곡 라테 추천해드려요	"오곡 라테, 추천"		오곡 라테/메뉴
고객	그건 달지 않나요?	 F	카페	카페	1	5	메뉴문의		Q		그건 달지 않나요?				달지		달지/맛
점원	네 곡물가루만 넣어서 고소하고 따듯해요	 F	카페	카페	0	6	메뉴문의		A					네 곡물가루만 넣어서 고소하고 따듯해요	"곡물가루, 고소, 따듯"		"곡물가루/재료, 고소/맛, 따듯/온도"
고객	통신사 할인되죠?	 F	카페	카페	1	7	할인문의		Q		통신사 할인되죠?				통신사 할인		통신사 할인/할인종류
점원	네 300원 할인됩니다	 F	카페	카페	0	8	할인문의		A					네 300원 할인됩니다	"300원, 할인"		300원/금액
고객	카드로 결제할게요	 F	카페	카페	1	9	결제요청		Q		카드로 결제할게요				"카드, 결제"		카드/결제수단
점원	네 감사합니다	 F	카페	카페	0	10	결제요청		A					네 감사합니다			
고객	디카페인 음료 주문 가능할까요?	 F	카페	카페	1	1	주문가능여부문의		Q		디카페인 음료 주문 가능할까요?				"디카페인, 음료, 주문, 가능"		"디카페인/성분, 음료/메뉴"
점원	네 디카페인 라테 아메리카노 주문 가능합니다	 F	카페	카페	0	2	주문가능여부문의		A					네 디카페인 라테 아메리카노 주문 가능합니다	"디카페인, 라테, 아메리카노, 주문, 가능"		"디카페인/성분, 라테/메뉴, 아메리카노/메뉴"
고객	그럼 디카페인 라테 한잔해주세요	 F	카페	카페	1	3	일반주문		Q		그럼 디카페인 라테 한잔해주세요				"디카페인, 라테, 한잔"		"디카페인/성분, 라테/메뉴, 한 잔/수량"
점원	네 다른 필요하신 건 없으신가요?	 F	카페	카페	0	4	공통	공통	Q			네 다른 필요하신 건 없으신가요?					
고객	멤버십으로 사이즈업해주세요	 F	카페	카페	1	5	사이즈요구		Q		멤버십으로 사이즈업해주세요				"멤버십, 사이즈업"		멤버십/할인수단
점원	네 사이즈업 도와드리겠습니다	 F	카페	카페	0	6	사이즈요구		A					네 사이즈업 도와드리겠습니다	사이즈업		
고객	매장에서 마시려는데 언제까지 영업하시나요?	 F	카페	카페	1	7	영업시간문의		Q		매장에서 마시려는데 언제까지 영업하시나요?				"매장, 영업"		매장/장소
점원	오후 10시까지 영업입니다	 F	카페	카페	0	8	영업시간문의		A					오후 10시까지 영업입니다	"오후 10시, 영업"		오후 10시/시간
고객	네 엘지 파이로 계산할게요	 F	카페	카페	1	9	모바일페이결제		Q		네 엘지페이로 계산할게요				"엘지 파이, 계산"		엘지 페이/결제수단
점원	네 엘지 파이로 결제 도와드리겠습니다	 F	카페	카페	0	10	모바일페이결제		A					네 엘지 파이로 결제 도와드리겠습니다	"엘지 파이, 결제"		엘지 페이/결제수단
고객	플렛 화이트 아이스도 있나요?	 F	카페	카페	1	1	메뉴문의		Q		플렛 화이트 아이스도 있나요?				"플렛 화이트, 아이스"		"플렛 화이트/메뉴, 아이스/온도"
점원	네 있습니다	 F	카페	카페	0	2	메뉴문의		A					네 있습니다			
고객	머핀이나 케이크도 있나요?	 F	카페	카페	1	3	메뉴문의		Q		머핀이나 케이크도 있나요?				"머핀, 케이크"		"머핀/메뉴, 케이크/메뉴"
점원	네 초코머핀이랑 치즈케이크 있습니다	 F	카페	카페	0	4	메뉴문의		A					네 초코머핀이랑 치즈케이크 있습니다	"초코머핀, 치즈케이크"		"초코머핀/메뉴, 치즈케이크/메뉴"
고객	그럼 초코머핀 하나 주세요	 F	카페	카페	1	5	일반주문		Q		그럼 초코머핀 하나 주세요				"초코머핀, 하나"		"초코머핀/메뉴, 하나/수량"
점원	초코머핀 데워 드릴까요?	 F	카페	카페	0	6	조리요구	조리문의	Q			초코머핀 데워 드릴까요?			"초코머핀, 데워"		"초코머핀/메뉴, 데워/제조방법"
고객	아니요 그냥 주세요	 F	카페	카페	1	7	조리요구	조리문의	A				아니요 그냥 주세요				
점원	결제해드릴게요	 F	카페	카페	0	8	일반주문		A	5				결제해드릴게요	결제		
고객	기프트콘 사용 가능하나요?	 F	카페	카페	1	9	기프티콘쿠폰멤버십사용문의		Q		기프트콘 사용 가능하나요?				"기프티콘, 사용, 가능"		기프티콘/결제수단
점원	네 가능합니다	 F	카페	카페	0	10	기프티콘쿠폰멤버십사용문의		A					네 가능합니다	가능		
고객	바닐라라테 진하게 가능할까요?	 F	카페	카페	1	1	메뉴문의		Q		바닐라라테 진하게 가능할까요?				"바닐라라테, 진하게, 가능"		"바닐라라테/메뉴, 진하게/맛"
점원	네 그럼 시럽 많이 넣어드릴게요	 F	카페	카페	0	2	메뉴문의		A					네 그럼 시럽 많이 넣어드릴게요	시럽		시럽/토핑
고객	아이스인데 얼음 없이 줄 수 있으세요?	 F	카페	카페	1	3	얼음량요구		Q		아이스인데 얼음 없이 줄 수 있으세요?				"아이스, 얼음"		아이스/온도
점원	얼음 아예 빼는 건 안되고 최대한 조금 넣어드릴게요	 F	카페	카페	0	4	얼음량요구		A					얼음 아예 빼는 건 안되고 최대한 조금 넣어드릴게요	"얼음, 조금"		조금/양
고객	쿠폰 10개 다 모았는데 사용 가능할까요?	 F	카페	카페	1	5	기프티콘쿠폰멤버십결제요구		Q		쿠폰 10개 다 모았는데 사용 가능할까요?				"쿠폰, 10개, 사용, 가능"		"쿠폰/적립수단, 10개/수량"
점원	쿠폰은 아메리카노만 사용 가능하세요	 F	카페	카페	0	6	기프티콘쿠폰멤버십결제요구		A					쿠폰은 아메리카노만 사용 가능하세요	"쿠폰, 아메리카노, 사용, 가능"		"쿠폰/적립수단, 아메리카노/메뉴"
고객	가격 차감으로는 안 되나요?	 F	카페	카페	1	7	기프티콘쿠폰멤버십사용문의		Q		가격 차감으로는 안 되나요?				"가격, 차감"		
점원	한 번만 해드릴게요	 F	카페	카페	0	8	기프티콘쿠폰멤버십사용문의		A					한 번만 해드릴게요	한 번		한 번/횟수
고객	조금만 앉아있다가 나갈 건데 일회용 컵에는 안될까요?	 F	카페	카페	1	9	테이크아웃요구		Q		조금만 앉아있다가 나갈 건데 일회용 컵에는 안될까요?				일회용 컵		
점원	앉아계실 거면 컵만 가능하세요	 F	카페	카페	0	10	테이크아웃요구		A					앉아계실 거면 컵만 가능하세요	"컵, 가능"		
고객	카페라테 한잔 주세요	 F	카페	카페	1	1	일반주문		Q		카페라테 한잔 주세요				"카페라테, 한잔"		"카페라테/메뉴, 한잔/수량"
점원	따뜻한 걸로 드릴까요?	 F	카페	카페	0	2	일반주문	음료온도	Q			따뜻한 걸로 드릴까요?			따뜻한		따뜻한/온도
고객	아이스로 주세요	 F	카페	카페	1	3	일반주문	음료온도	A				아이스로 주세요		아이스		
점원	드시고 가시나요?	 F	카페	카페	0	4	테이크아웃요구	테이크아웃여부	Q			드시고 가시나요?					아이스/온도
고객	아니요 가지고 나갈 거예요	 F	카페	카페	1	5	테이크아웃요구	테이크아웃여부	A				아니요 가지고 나갈 거예요				
점원	포인트 적립하시나요?	 F	카페	카페	0	6	결제요청	포인트적립할인	Q			포인트 적립하시나요?			포인트 적립		
고객	아니요 그냥 결제해주세요	 F	카페	카페	1	7	결제요청	포인트적립할인	A				아니요 그냥 결제해주세요		결제		
점원	결제 도와드리겠습니다	 F	카페	카페	0	8	일반주문		A	1				결제 도와드리겠습니다	결제		
고객	현금으로 할게요	 F	카페	카페	1	9	결제요청		Q		현금으로 할게요				현금		현금/결제수단
점원	현금영수증 해드릴까요?	 F	카페	카페	0	10	현금영수증요청	현금영수증문의	Q			현금영수증 해드릴까요?			현금영수증		
고객	아메리카노 한 잔 주세요	 F	카페	카페	1	1	일반주문		Q		아메리카노 한 잔 주세요				"아메리카노, 한 잔"		"아메리카노/메뉴, 한 잔/수량"
점원	아이스로 드릴까요?	 F	카페	카페	0	2	일반주문	음료온도	Q			아이스로 드릴까요?			아이스		아이스/온도 
고객	네 차가운 걸로 주세요	 F	카페	카페	1	3	일반주문	음료온도	A				네 차가운 걸로 주세요		차가운		차가운/온도
점원	4500원입니다	 F	카페	카페	0	4	가격문의		A	1				4500원입니다	4500원		4500원/금액
고객	이 쿠키는 뭐예요?	 F	카페	카페	1	5	메뉴문의		Q		이 쿠키는 뭐예요?				쿠키		쿠키/메뉴
점원	초코칩 쿠키입니다	 F	카페	카페	0	6	메뉴문의		A					초코칩 쿠키입니다	초코칩 쿠키		초코칩 쿠키/메뉴
고객	이것도 하나 주시는데 얼마에요?	 F	카페	카페	1	7	가격문의		Q		이것도 하나 주시는데 얼마에요?				"하나, 얼마"		하나/수량
점원	2000원입니다	 F	카페	카페	0	8	가격문의		A					2000원입니다	2000원		2000원/금액
고객	네 여기 현금영수증도 해주세요	 F	카페	카페	1	9	현금영수증요청		Q		네 여기 현금영수증도 해주세요				현금영수증		
점원	네 번호 적어주세요	 F	카페	카페	0	10	현금영수증요청		A					네 번호 적어주세요	번호		
고객	아이스 아메리카노 하나 따뜻한 자몽치 하나 주세요	 F	카페	카페	1	1	일반주문		Q		아이스 아메리카노 하나 따뜻한 자몽치 하나 주세요				"아이스, 아메리카노, 하나, 따뜻한, 자몽치"		"아이스/온도, 아메리카노/메뉴, 하나/수량, 따뜻한/온도, 자몽차/메뉴"
점원	아메리카노 원두는 어떤 걸로 할까요?	 F	카페	카페	0	2	일반주문	원두선택	Q			아메리카노 원두는 어떤 걸로 할까요?			"아메리카노, 원두"		"아메리카노,메뉴 원두/재료"
고객	어떤 게 괜찮아요?	 F	카페	카페	1	3	메뉴추천요구		Q		어떤 게 괜찮아요?						
점원	보통 여자분들이나 특정 원두를 선호하시는 게 아니면 예가체프 많이 추천해드려요	 F	카페	카페	0	4	메뉴추천요구		A					보통 여자분들이나 특정 원두를 선호하시는 게 아니면 예가체프 많이 추천해드려요	"여자, 원두, 선호, 예가체프, 추천"		"여자/성별, 원두/재료, 예가체프/원두종류"
고객	많이 쓴가요?	 F	카페	카페	1	5	메뉴문의		Q		많이 쓴가요?				쓴		쓴/맛
점원	쓴맛은 많이 없고 산미가 있고 다른 원두들보다 과일향이 나죠	 F	카페	카페	0	6	메뉴문의		A					쓴맛은 많이 없고 산미가 있고 다른 원두들보다 과일향이 나죠	"쓴맛, 산미, 원두, 과일향"		"쓴맛/맛, 산미/맛, 원두/재료, 과일향/향"
고객	그러면 예가체프로 주세요	 F	카페	카페	1	7	특정원두요구		Q		그러면 예가 체포로 주세요				예가체프		예가체프/원두종류
