SPEAKER,SENTENCE,DOMAINID,DOMAIN,CATEGORY,SPEAKERID,SENTENCEID,MAIN,SUB,QA,QACNCT,MQ,SQ,UA,SA,개체명,용어사전,지식베이스,
점원,"어른들은 보통 한우 불고기 아니면 클래식 치즈 버거, 좀 매콤한 거 좋아하시면 이거요",A,음식점,셀프서비스,0,5,취향에따른메뉴추천요구,,A,,,,,"어른들은 보통 한우 불고기 아니면 클래식 치즈 버거, 좀 매콤한 거 좋아하시면 이거요","어른, 보통, 한우 불고기, 클래식 치즈 버거",,"어른/대상, 한우 불고기/메뉴, 클래식 치즈 버거/메뉴",
고객,가격대는 적혀있는 게 다예요 가격대는 두 가지 종류?,A,음식점,셀프서비스,1,6,가격문의,,Q,,가격대는 적혀있는 게 다예요 가격대는 두 가지 종류?,,,,"가격대, 두 가지, 종류",,두 가지/가짓수,
점원,아니 이게 햄버거만이고 이게 세트메뉴입니다,A,음식점,셀프서비스,0,7,가격문의,,A,,,,,아니 이게 햄버거만이고 이게 세트메뉴입니다,"햄버거, 세트메뉴",,,
고객,치킨 종류는 어떤 게 잘 나가요?,A,음식점,셀프서비스,1,8,베스트메뉴문의추천요청,,Q,,치킨 종류는 어떤 게 잘 나가요?,,,,"치킨, 종류",,치킨/메뉴,
점원,그냥 치킨이랑 이거는 뼈 있는 거고 이건 뼈 없는 거요,A,음식점,셀프서비스,0,9,베스트메뉴문의추천요청,,A,,,,,그냥 치킨이랑 이거는 뼈 있는 거고 이건 뼈 없는 거요,"치킨, 이거, 뼈",,치킨/메뉴,
고객,치킨 소스는 두 가지에요?,A,음식점,셀프서비스,1,10,케첩소스요구,,Q,,치킨 소스는 두 가지에요?,,,,"치킨, 소스, 두 가지",,"치킨 소스/소스, 두 가지/가짓수",
점원,소스는 조그만 건데 추가하시면 돼요 500원 내시면 돼요,A,음식점,셀프서비스,0,11,케첩소스요구,,A,,,,,소스는 조그만 건데 추가하시면 돼요 500원 내시면 돼요,"소스, 추가, 500원",,500원/금액,
고객,치킨버거는 지금 할인 기간이라서 싼 거예요?,A,음식점,셀프서비스,1,12,가격문의,,Q,,치킨버거는 지금 할인 기간이라서 싼 거예요?,,,,"치킨버거, 지금, 할인 ,기간",,치킨버거/메뉴,
점원,치킨버거만 2700원이에요,A,음식점,셀프서비스,0,13,가격문의,,A,,,,,치킨버거만 2700원이에요,"치킨버거, 2700원",,"치킨버거/메뉴, 2700원/금액",
고객,새우버거는 저거는 얼마예요?,A,음식점,셀프서비스,1,14,가격문의,,Q,,새우버거는 저거는 얼마예요?,,,,"새우버거, 얼마",,새우버거/메뉴,
점원,여기 가격 있어요 이 가격이에요,A,음식점,셀프서비스,0,15,가격문의,,A,,,,,여기 가격 있어요 이 가격이에요,"여기, 가격",,,
고객,아 저기 죄송한데 여기 소프트콘 하나 주세요,A,음식점,셀프서비스,1,16,메뉴주문,,Q,,아 저기 죄송한데 여기 소프트콘 하나 주세요,,,,"여기, 소프트콘, 하나",,"소프트콘/메뉴, 하나/수량",
점원,700원이요,A,음식점,셀프서비스,0,17,메뉴주문,,A,,,,,700원이요,700원,,700원/금액,
점원,현금영수증 하세요?,A,음식점,셀프서비스,0,18,현금영수증발행요청,현금영수증,Q,,,현금영수증 하세요?,,,현금영수증,,,
고객,예 영수증 좀 주세요,A,음식점,셀프서비스,1,19,현금영수증발행요청,현금영수증,A,,,,예 영수증 좀 주세요,,영수증,,,
고객,여기는 화장실이 어디 있어요?,A,음식점,셀프서비스,1,20,화장실위치문의,,Q,,여기는 화장실이 어디 있어요?,,,,"여기, 화장실, 어디",,,
점원,화장실 오른쪽에 있어요 바로 드릴게요,A,음식점,셀프서비스,0,21,화장실위치문의,,A,,,,,화장실 오른쪽에 있어요 바로 드릴게요,"화장실, 오른쪽",,"화장실/장소, 오른쪽/위치",
고객,여기는 영업이 몇 시부터 몇 시까지예요?,A,음식점,셀프서비스,1,22,영업시간문의,,Q,,여기는 영업이 몇 시부터 몇 시까지예요?,,,,"여기, 영업, 몇 시",,,
점원,저희 열시부터 열시 반이요,A,음식점,셀프서비스,0,23,영업시간문의,,A,,,,,저희 열시부터 열시 반이요,"열시, 열시 반",,"열시/오픈시간, 열시 반/마감시간",
고객,그럼 토요일 일요일도 해요?,A,음식점,셀프서비스,1,24,휴일문의,,Q,,그럼 토요일 일요일도 해요?,,,,"토요일, 일요일",,"토요일/요일, 일요일/요일",
점원,네,A,음식점,셀프서비스,0,25,휴일문의,,A,,,,,네,,,,
고객,성인이 먹을 수 있는 잘 나가는 메뉴 있어요?,A,음식점,셀프서비스,1,1,취향에따른메뉴추천요구,,Q,,성인이 먹을 수 있는 잘 나가는 메뉴 있어요?,,,,"성인, 메뉴",,,
점원,행사 중인 거 이거 세 개 있는데 세 개 다 잘 나가요 세트 4900원 하고 있어요,A,음식점,셀프서비스,0,2,취향에따른메뉴추천요구,,A,,,,,행사 중인 거 이거 세 개 있는데 세 개 다 잘 나가요 세트 4900원 하고 있어요,"행사, 세 개, 세 개, 세트, 4900원",,"세 개/수량, 세 개/수량, 4900원/금액",
고객,세 개 중에선 어떤 게 잘 나가요?,A,음식점,셀프서비스,1,3,베스트메뉴문의추천요청,,Q,,세 개 중에선 어떤 게 잘 나가요?,,,,세 개,,"세 개/수량, 세 개/수량, 4900원/금액",
점원,담백한 거 좋아하시면 빅맥 드시고요 상하이 버거는 치킨 패티 자체가 매콤하고요 슈슈 버거는 새우 패틴데 소스가 달콤해요,A,음식점,셀프서비스,0,4,베스트메뉴문의추천요청,,A,,,,,담백한 거 좋아하시면 빅맥 드시고요 상하이 버거는 치킨 패티 자체가 매콤하고요 슈슈 버거는 새우 패틴데 소스가 달콤해요,"담백, 빅맥, 상하이 버거, 치킨 패티, 매콤, 슈슈 버거, 새우 패티, 소스, 달콤",,"담백/맛, 빅맥메뉴, 상하이 버거/메뉴, 치킨 패티/재료, 매콤/맛, 슈슈 버거/메뉴, 새우 패티/재료, 달콤/맛",
고객,그러면 세트메뉴가 감자튀김하고 콜라하고 요렇게 나온다 그죠 단일 품목으로는 어떤 게 잘 나가요?,A,음식점,셀프서비스,1,5,베스트메뉴문의추천요청,,Q,,그러면 세트메뉴가 감자튀김하고 콜라하고 요렇게 나온다 그죠 단일 품목으로는 어떤 게 잘 나가요?,,,,"세트메뉴, 감자튀김, 콜라, 단일 품목",,"세트메뉴/메뉴, 감자튀김/사이드, 콜라/음료",
점원,단품만 하시면요 불고기버거 치즈 버거 두 개 하시면 각각 2천 원이거든요 이거 두 개 잘 나가요,A,음식점,셀프서비스,0,6,베스트메뉴문의추천요청,,A,,,,,단품만 하시면요 불고기버거 치즈 버거 두 개 하시면 각각 2천 원이거든요 이거 두 개 잘 나가요,"단품, 불고기버거, 치즈 버거, 두 개, 2천 원",,"단품/메뉴, 불고기버거/메뉴, 치즈 버거/메뉴, 두 개/수량, 2천 원/금액",
고객,그러면 음료는 또 추가로 시켜야 되죠?,A,음식점,셀프서비스,1,7,음료문의,,Q,,그러면 음료는 또 추가로 시켜야 되죠?,,,,"음료, 추가",,음료/메뉴,
점원,네 따로 하셔야 되세요,A,음식점,셀프서비스,0,8,음료문의,,A,,,,,네 따로 하셔야 되세요,,,,
고객,음료 뭐 뭐 있어요?,A,음식점,셀프서비스,1,9,음료문의,,Q,,음료 뭐 뭐 있어요?,,,,음료,,음료/메뉴,
점원,음료는 커피나 셰이크나 다 가능하세요,A,음식점,셀프서비스,0,10,음료문의,,A,,,,,음료는 커피나 셰이크나 다 가능하세요,"음료, 커피, 셰이크, 가능",,"음료/메뉴, 커피/음료, 셰이크/음료",
고객,커피는 뜨거운 거 있나요?,A,음식점,셀프서비스,1,11,음료주문,,Q,,커피는 뜨거운 거 있나요?,,,,커피,,커피/음료,
점원,따뜻한 아메리카노랑 원두커피 마끼아또나 라떼나 웬만한 건 다 되세요,A,음식점,셀프서비스,0,12,음료주문,,A,,,,,따뜻한 아메리카노랑 원두커피 마끼아또나 라떼나 웬만한 건 다 되세요,"아메리카노, 원두커피, 마끼아또, 라떼",,"아메리카노/음료, 원두커피/음료, 마끼아또/음료, 라떼/음료",
고객,빅맥 세트로 하나 시켜볼까,A,음식점,셀프서비스,1,13,메뉴주문,,Q,,빅맥 세트로 하나 시켜볼까,,,,"빅맥 세트, 하나",,"빅맥 세트/세트메뉴, 하나/수량",
점원,드시고 가세요?,A,음식점,셀프서비스,0,14,메뉴주문,포장문의,Q,,,드시고 가세요?,,,,,,
고객,네네 ,A,음식점,셀프서비스,1,15,메뉴주문,포장문의,A,,,,네네 ,,,,,
고객,할인이나 적립되는 카드 있어요?,A,음식점,셀프서비스,1,16,할인카드문의,,Q,,할인이나 적립되는 카드 있어요?,,,,"할인, 적립, 카드",,,
점원,저희 죄송한데 따로 할인되는 거 없어요,A,음식점,셀프서비스,0,17,할인카드문의,,A,,,,,저희 죄송한데 따로 할인되는 거 없어요,할인,,,
점원,빅맥세트에 감자 콜라 괜찮으세요?,A,음식점,셀프서비스,0,18,메뉴주문,주문확인,Q,,,빅맥세트에 감자 콜라 괜찮으세요?,,,"빅맥세트, 감자, 콜라",,"빅맥세트/세트메뉴, 감자/사이드, 콜라/음료",
고객,네네,A,음식점,셀프서비스,1,19,메뉴주문,주문확인,A,,,,네네,,,,,
점원,4900원 결제 도와드릴게요,A,음식점,셀프서비스,0,20,할인카드문의,,A,13,,,,4900원 결제 도와드릴게요,"4900원, 결제",,4900원/금액,
고객,여기는 화장실이 어디예요?,A,음식점,셀프서비스,1,21,화장실위치문의,,Q,,여기는 화장실이 어디예요?,,,,"여기, 화장실",,화장실/장소,
점원,2층 이용해 주시면 되세요,A,음식점,셀프서비스,0,22,화장실위치문의,,A,,,,,2층 이용해 주시면 되세요,"2층, 이용",,2층/장소,
점원,앞쪽 화면에 노란색으로 184번 뜨면 찾으러 오시면 되세요,A,음식점,셀프서비스,0,23,대기번호확인요청,주문번호,Q,,,앞쪽 화면에 노란색으로 184번 뜨면 찾으러 오시면 되세요,,,"앞, 화면, 노란색, 184번",,"노란색/색상, 184번/번호",
고객,네 감사합니다 매장에 좀 앉아 있다가 갈려고 하는데 지금 포장으로 된 거 맞죠?,A,음식점,셀프서비스,1,24,메뉴주문,,Q,,네 감사합니다 매장에 좀 앉아 있다가 갈려고 하는데 지금 포장으로 된 거 맞죠?,,,,"매장, 지금, 포장",,,
점원,포장으로 해드릴까요?,A,음식점,셀프서비스,0,25,메뉴주문,포장문의,Q,,,포장으로 해드릴까요?,,,포장,,,
고객,네 ,A,음식점,셀프서비스,1,26,메뉴주문,포장문의,A,,,,네 ,,,,,
고객,박스 이거 좀 큰 거,A,음식점,셀프서비스,1,27,포장용기문의,,Q,,박스 이거 좀 큰 거,,,,박스,,,
점원,종이가방 드릴게요,A,음식점,셀프서비스,0,28,포장용기문의,,A,,,,,종이가방 드릴게요,종이가방,,,
고객,이거는 콜라는 매장에서 마시고 리필 좀 해줘요,A,음식점,셀프서비스,1,29,리필문의,,Q,,이거는 콜라는 매장에서 마시고 리필 좀 해줘요,,,,"콜라, 매장, 리필",,콜라/음료,
점원,리필 따로 안돼요,A,음식점,셀프서비스,0,30,리필문의,,A,,,,,리필 따로 안돼요,리필,,,
고객,케첩 하나만 더 주시겠어요?,A,음식점,셀프서비스,1,31,케첩소스요구,,Q,,케첩 하나만 더 주시겠어요?,,,,"케첩, 하나",,"케첩/소스, 하나/수량",
점원,네 여기있습니다 맛있게 드세요,A,음식점,셀프서비스,0,32,케첩소스요구,,A,,,,,네 여기있습니다 맛있게 드세요,여기,,,
고객,저기 주문은 기계로만 해야 돼요?,A,음식점,셀프서비스,1,1,메뉴주문문의,,Q,,저기 주문은 기계로만 해야 돼요?,,,,"주문, 기계",,,
점원,카드 계산이세요?,A,음식점,셀프서비스,0,2,결제방식선택,카드결제,Q,,,카드 계산이세요?,,,"카드, 계산",,카드/결제종류,
고객,네,A,음식점,셀프서비스,1,3,결제방식선택,카드결제,A,,,,네,,,,,
점원,카드는 저기서 하시면 돼요,A,음식점,셀프서비스,0,4,메뉴주문문의,,A,1,,,,카드는 저기서 하시면 돼요,카드,,카드/결제종류,
고객,제가 잘 몰라서 좀 설명 좀 해주시면 안 돼요?,A,음식점,셀프서비스,1,5,메뉴주문문의,,Q,,제가 잘 몰라서 좀 설명 좀 해주시면 안 돼요?,,,,설명,,,
점원,여기서 주문 도와드릴게요,A,음식점,셀프서비스,0,6,메뉴주문문의,,A,,,,,여기서 주문 도와드릴게요,"여기, 주문",,,
고객,뭐 어떤 게 주로 잘 나가요?,A,음식점,셀프서비스,1,7,베스트메뉴문의추천요청,,Q,,뭐 어떤 게 주로 잘 나가요?,,,,,,,
점원,이거 세 개가 제일 잘 나가고 빅맥이랑 상하이가 제일 많이 나가요,A,음식점,셀프서비스,0,8,베스트메뉴문의추천요청,,A,,,,,이거 세 개가 제일 잘 나가고 빅맥이랑 상하이가 제일 많이 나가요,"세 개, 빅맥, 상하이",,"세 개/가짓수, 빅맥/메뉴, 상하이/메뉴",
고객,고기는 패티는 어떤 부위예요?,A,음식점,셀프서비스,1,9,식재료문의,,Q,,고기는 패티는 어떤 부위예요?,,,,"고기, 패티, 부위",,"고기/재료, 패티/재료",
점원,고기 패티고 치킨 패티고 새우 패티예요,A,음식점,셀프서비스,0,10,식재료문의,,A,,,,,고기 패티고 치킨 패티고 새우 패티예요,"고기 패티, 치킨 패티, 새우 패티",,"고기 패티/재료, 치킨 패티/재료, 새우 패티/재료",
고객,그래요 그러면 그 세트메뉴 어떤 거 있어요?,A,음식점,셀프서비스,1,11,세트메뉴종류문의,,Q,,그래요 그러면 그 세트메뉴 어떤 거 있어요?,,,,세트메뉴,,세트메뉴/메뉴,
점원,전부다 세트 메뉴 가능하신데 햄버거는 세트 안돼요,A,음식점,셀프서비스,0,12,세트메뉴종류문의,,A,,,,,전부다 세트 메뉴 가능하신데 햄버거는 세트 안돼요,"세트 메뉴, 가능, 햄버거, 세트",,"세트 메뉴/메뉴, 햄버거/메뉴",
고객,세트메뉴는 가격이 얼마에요?,A,음식점,셀프서비스,1,13,가격문의,,Q,,세트메뉴는 가격이 얼마에요?,,,,"세트메뉴, 가격, 얼마",,세트 메뉴/메뉴,
점원,세트메뉴 가격 여기 옆에 적혀 있어요,A,음식점,셀프서비스,0,14,가격문의,,A,,,,,세트메뉴 가격 여기 옆에 적혀 있어요,"세트메뉴, 가격, 여기, 옆",,세트 메뉴/메뉴,
고객,세트 메뉴 시킬 때 콜라 사이즈-업 되나요?,A,음식점,셀프서비스,1,15,사이즈-업문의요청,,Q,,세트 메뉴 시킬 때 콜라 사이즈-업 되나요?,,,,"세트 메뉴, 콜라, 사이즈-업",,"세트 메뉴/메뉴, 콜라/음료",
점원,"네 라지 사이즈로 하시면 감자, 콜라가 사이즈 업그레이드 가능하세요",A,음식점,셀프서비스,0,16,사이즈-업문의요청,,A,,,,,"네 라지 사이즈로 하시면 감자, 콜라가 사이즈 업그레이드 가능하세요","라지, 사이즈, 감자, 콜라, 사이즈 업그레이드, 가능",,"라지/사이즈, 감자/사이드, 콜라/음료",
고객,그러면 가격이 얼마나 지불해야 돼요?,A,음식점,셀프서비스,1,17,메뉴교환시추가가격문의,,Q,,그러면 가격이 얼마나 지불해야 돼요?,,,,"가격, 얼마, 지불",,,
점원,가격은 600원 정도 더 내세요,A,음식점,셀프서비스,0,18,메뉴교환시추가가격문의,,A,,,,,가격은 600원 정도 더 내세요,"가격, 600원, 정도",,600원/금액,
고객,그러면 이거 햄버거 구입하면 언제까지 두고 먹을 수 있어요?,A,음식점,셀프서비스,1,19,유통기한문의,,Q,,그러면 이거 햄버거 구입하면 언제까지 두고 먹을 수 있어요?,,,,"햄버거, 구입, 언제",,햄버거/메뉴,
점원,보관 방법에 따라 다른데 상온에 보관하시면 내일까지는 드셔야 돼요,A,음식점,셀프서비스,0,20,유통기한문의,,A,,,,,보관 방법에 따라 다른데 상온에 보관하시면 내일까지는 드셔야 돼요,"보관, 방법, 상온, 내일",,,
고객,그러면 이거 빅맥 세트로 하나 주세요,A,음식점,셀프서비스,1,21,메뉴주문,,Q,,그러면 이거 빅맥 세트로 하나 주세요,,,,"빅맥 세트, 하나",,"빅맥 세트/세트메뉴, 하나/수량",
점원,드시고 가세요?,A,음식점,셀프서비스,0,22,메뉴주문,포장문의,Q,,,드시고 가세요?,,,,,,
고객,포장해주세요 잠시 있다 갈 거거든요,A,음식점,셀프서비스,1,23,메뉴주문,포장문의,A,,,,포장해주세요 잠시 있다 갈 거거든요,,포장,,,
점원,4900원 결제 도와드릴게요,A,음식점,셀프서비스,0,24,메뉴주문,,A,21,,,,4900원 결제 도와드릴게요,"4900원, 결제",,4900원/결제방식,
고객,그리고 얼음 빼고 콜라만 주세요,A,음식점,셀프서비스,1,25,얼음량요구,,Q,,그리고 얼음 빼고 콜라만 주세요,,,,"얼음, 콜라",,콜라/음료,
점원,네 옆에서 주문 번호 확인해주세요,A,음식점,셀프서비스,0,26,얼음량요구,,A,,,,,네 옆에서 주문 번호 확인해주세요,"옆, 주문, 번호, 확인",,,
